review_id,review_text,sentiment_label,sentiment_score,identified_theme(s)
346,"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",negative,-0.2044444444444444,Transaction Performance & Speed
347,ok,positive,0.5,General Feedback
348,Nice,positive,0.6,General Feedback
349,"Take some note from CBE mobile banking app, it's the best banking app currently take some note and improve ur app . Sometimes u have to learn from the bests 🙌",positive,0.5,General Feedback
350,Great,positive,0.8,General Feedback
351,It's a useless app,negative,-0.5,General Feedback
352,"It's not working as it was , so much need to improve, it was the best but not anymore",positive,0.6,General Feedback
353,Poor network,negative,-0.4,General Feedback
354,Not yet completely working this App. i don't know when is it will be working properly! Its Sad!!!,negative,-0.2921875,General Feedback
355,The app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,neutral,-0.1,App Stability & Bugs
356,"It's not working totally, what a useless app is it,",negative,-0.25,General Feedback
357,"This app has become the most troubling every day. It doesn't work. I love the bank, and I hate the app",neutral,0.0666666666666666,General Feedback
358,this is so disappointing app 😞,negative,-0.6,General Feedback
359,አቢስኒያ የሁሉም ምርጫ,neutral,0.0,General Feedback
360,Ok,positive,0.5,General Feedback
361,Nays,neutral,0.0,General Feedback
362,The worst app,negative,-1.0,General Feedback
363,it can't even open and only display error messages,neutral,0.0,App Stability & Bugs
364,not active,neutral,0.0666666666666666,General Feedback
365,To get good quality,positive,0.7,General Feedback
366,አይሰራም እኮ ምንድን ነው ችግሩ?,neutral,0.0,General Feedback
367,uselss app dont download,neutral,0.0,General Feedback
368,"Is this app fake i try it not working it say please try again later, unable to make transactions what is the purpose of this app . If it is not working delete it",negative,-0.3333333333333333,Transaction Performance & Speed
369,"This app didn't work. They have a new version (new app) but still not compatible with my Samsung S8+ , which is v.funny.",positive,0.1363636363636363,General Feedback
370,Corrupted and poor app,negative,-0.4,General Feedback
371,Good,positive,0.7,General Feedback
372,When I try to use the application it says 'developer setting should be off' where is the setting to off this play Still doesn't work for me,neutral,0.0,General Feedback
373,Nice,positive,0.6,General Feedback
374,FIX YOUR Apollo!! You guys where the best 👌,positive,1.0,General Feedback
375,Always slow and doesn't work on weekends if you are in a rush or a merchant this app is not for you,negative,-0.3,Transaction Performance & Speed
376,"It's very difficult to use the user, app,ones dawenload the user can't operate well , no one can help me,",negative,-0.65,Customer Service
377,Poor application. It turned off by itself,negative,-0.4,General Feedback
378,Okay,positive,0.5,General Feedback
379,Allowed,neutral,0.0,General Feedback
380,It usually crashes and the reason it gives is a problem on internet connection although the internet was fine.,neutral,0.0833333333333333,App Stability & Bugs
381,we want international mobile banking,neutral,0.0,General Feedback
382,"screenshot isn't working, Please modify it",neutral,0.0,General Feedback
383,Naziriet measho 89160437,neutral,0.0,General Feedback
384,Ahmed Mohammed husen,neutral,0.0,General Feedback
385,Is not working both this one and apollo did u make it better pls am gonne stop using this bank because of the mobile banking,positive,0.5,General Feedback
386,I have experiance,neutral,0.0,General Feedback
387,The App is not working on Android 9.1 at all. It shows an error notification and forcefully closes the app. Must be fixed ASAP.,neutral,0.1,App Stability & Bugs
388,Wow,neutral,0.1,General Feedback
389,Crashes very frequently is not stable overall need improvement such a huge bank needs a better app than the current one,positive,0.1391666666666666,App Stability & Bugs
390,ርይርፍ,neutral,0.0,General Feedback
391,The previous application is much better than this one,positive,0.1666666666666666,General Feedback
392,"Worst app. It is wise to invest money and you can make it like CBE app. Even the incon has no image. My app has better UI than yours. So, please invest more and hire professional developer companies and improve it.",positive,0.1599999999999999,User Interface & Experience
393,mal,neutral,0.0,General Feedback
394,It is not working at all,neutral,0.0,General Feedback
395,Excellent,positive,1.0,General Feedback
396,The poorest mobile banking survice ever. Only error reports frequently,neutral,0.05,App Stability & Bugs
397,Wow,neutral,0.1,General Feedback
398,😞😞😞😞,neutral,0.0,General Feedback
399,I like this mobile banking app very much. Overall user interface and navigation is awesome. But it lacks instant response when someone deposit or withdraw money.,positive,0.3333333333333333,Transaction Performance & Speed; User Interface & Experience; Customer Service
400,love,positive,0.5,General Feedback
401,መቸሸጠ,neutral,0.0,General Feedback
402,wow,neutral,0.1,General Feedback
403,gadaa,neutral,0.0,General Feedback
404,Massive upgrade from the Amole app.,neutral,0.0,General Feedback
405,good,positive,0.7,General Feedback
406,very good for this app,positive,0.91,General Feedback
407,top,positive,0.5,General Feedback
408,this app better than Amole . but the biometric on new update doesn't work,positive,0.3181818181818182,App Stability & Bugs
409,Wow,neutral,0.1,General Feedback
410,good,positive,0.7,General Feedback
411,wow to it saff and this app,neutral,0.1,General Feedback
412,it too slow,negative,-0.3,Transaction Performance & Speed
413,ዳሽን ባንክ ይለያል,neutral,0.0,General Feedback
414,real life changer,positive,0.2,General Feedback
415,👍👍👍,neutral,0.0,General Feedback
416,good,positive,0.7,General Feedback
417,nice application,positive,0.6,General Feedback
418,good,positive,0.7,General Feedback
419,wow,neutral,0.1,General Feedback
420,useless app ever loading take long,negative,-0.275,General Feedback
421,"Game changer app! Dashen Bank Super App is fast, secure, and easy to use. The three-click payment makes sending money super quick, and the QR code payment is perfect for cashless shopping. I also love the biometric login and easy airtime and bill payments. Everything I need is in one place. Dashen Bank has really raised the bar for digital banking in Ethiopia. Highly recommended!",positive,0.2974358974358975,Account Access & Login Issues; Transaction Performance & Speed; User Interface & Experience
422,very useful App,positive,0.39,General Feedback
423,"Simple, robust features? Yes, please! But the endless loading screen killed the fun—I couldn’t use it for days. Fix the glitch, and I’ll yeet a higher rating!",neutral,-0.003125,General Feedback
424,Wawww,neutral,0.0,General Feedback
425,it is good but some times says duplicate transaction why?,positive,0.7,Transaction Performance & Speed
426,very Nice,positive,0.78,General Feedback
427,its best,positive,1.0,General Feedback
428,it is not as good as to the other mobile bank app.,positive,0.2875,General Feedback
429,"The best of best is now arrived **Empowering Your Financial Freedom** ""Experience seamless banking at your fingertips with Dashen Bank. Empowering your financial freedom, anytime, anywhere!"" **Innovation Meets Convenience** ""Dashen Bank Mobile Banking: Where innovation meets convenience. **Secure and Reliable** ""Bank with confidence",positive,0.4166666666666667,General Feedback
430,wow,neutral,0.1,General Feedback
431,Nothing is changed in the updated version. You have been collecting comments but where is the feed back you improved in this version. superapp is mot functioning today.,neutral,0.0,App Stability & Bugs
432,good,positive,0.7,General Feedback
433,its best,positive,1.0,General Feedback
434,The best app ever in finance sector,positive,1.0,General Feedback
435,Its good app than other compitators but it confuse when we transfer it needs OTP and PIN most user inter their pin instead of OTP we know the litrecy level of our society so if it is device based i dont know the needs of OTP so please try to fix,positive,0.3583333333333333,Account Access & Login Issues; Transaction Performance & Speed
436,dashen bank or dashen super app?,positive,0.3333333333333333,General Feedback
437,wowwwe app,neutral,0.0,General Feedback
438,"Transferring to other bank accounts is a hastle and inconvenient .Get used to seeing "" please try again """,negative,-0.3625,Transaction Performance & Speed
439,good,positive,0.7,General Feedback
440,always lagging,neutral,0.0,General Feedback
441,Amazing Application...,positive,0.6000000000000001,General Feedback
442,Fantastic,positive,0.4,General Feedback
443,"Dashen bank app is very good, but sometimes it is not working well",positive,0.91,General Feedback
444,its my choice,neutral,0.0,General Feedback
445,wow apo,neutral,0.1,General Feedback
446,awesome app keep going,positive,1.0,General Feedback
447,wow,neutral,0.1,General Feedback
448,👍,neutral,0.0,General Feedback
449,"It grows ethiopian digital banking step ahead.All fetures in one,simple fast and convince.",neutral,0.1,Transaction Performance & Speed
450,Game changer,negative,-0.4,General Feedback
451,Totally amazing,positive,0.6000000000000001,General Feedback
452,super 😎,positive,0.3333333333333333,General Feedback
453,what a helpful app!!!!,neutral,0.0,Customer Service
454,Good,positive,0.7,General Feedback
455,nice,positive,0.6,General Feedback
456,wow,neutral,0.1,General Feedback
457,"To be honest, best banking and lifestyle app in Ethiopia.",positive,0.8,General Feedback
458,fast,positive,0.2,Transaction Performance & Speed
459,"A must have, seamless, all in one digital platform ""DB Superapp""! Keep living your motto ""Always one step ahead""",neutral,0.05,General Feedback
460,"This App makes digital banking effortless and convenient. User-friendly interface, secure transactions, and excellent features for managing finances efficiently.",positive,0.4666666666666666,Transaction Performance & Speed; User Interface & Experience
461,good,positive,0.7,General Feedback
462,Amazing app super easy to use and best design. loved it.,positive,0.6133333333333333,User Interface & Experience
463,its the best ever,positive,1.0,General Feedback
464,nice,positive,0.6,General Feedback
465,excellent game changer App,positive,0.3,General Feedback
466,I am highly excited by using this application and it is the most favorable as well as preferrable mobile app.,positive,0.4375,General Feedback
467,it seems me logging out within minutes,neutral,0.0,General Feedback
468,nice app especially GUI and I have got some error when you send within dashen bank the receipter is not get SMS notification,positive,0.3,App Stability & Bugs; User Interface & Experience
469,yes i want dashen super open,positive,0.1666666666666666,General Feedback
470,Best App,positive,1.0,General Feedback
471,faster than this version,neutral,0.0,Transaction Performance & Speed
472,"Best UI mobile banking app, props to design team",positive,1.0,User Interface & Experience
473,thank you,neutral,0.0,General Feedback
474,great app,positive,0.8,General Feedback
475,bad.,negative,-0.6999999999999998,General Feedback
476,Dashen bank always one step ahead,neutral,0.0,General Feedback
477,dashen super app is secure band very easy,positive,0.4322222222222223,User Interface & Experience
478,It is very fast and secured mobile banking app! I like this app!,positive,0.40625,Transaction Performance & Speed
479,best app I have ever seen,positive,1.0,General Feedback
480,best of best,positive,1.0,General Feedback
481,waw,neutral,0.0,General Feedback
482,best app,positive,1.0,General Feedback
483,Its slow when i try to see the Recent Transaction and stucked,negative,-0.15,Transaction Performance & Speed
484,wowslnwoooo wowwww amazing !!!!!!!!,positive,1.0,General Feedback
485,wow appl,neutral,0.1,General Feedback
486,why do i have to change a pin number i use my finger print so dummy,neutral,0.0,General Feedback
487,very nice,positive,0.78,General Feedback
488,great,positive,0.8,General Feedback
489,"It is very slow and it lacks many features to be a super app. High rating is given by their employees, not by the customers.",positive,0.1508333333333333,Transaction Performance & Speed
490,"Smooth and secure experience transfers, bill payments, and tracking expenses are all effortless. The intuitive design makes banking on the go.",positive,0.4,Transaction Performance & Speed; User Interface & Experience
491,Very easy and Fast.,positive,0.3816666666666667,Transaction Performance & Speed; User Interface & Experience
492,Incomparably user-friendly and fast app for mobile banking.,positive,0.3,Transaction Performance & Speed
493,"there is nothing super about this app, repeatedly failed transaction and wastes customer valuable time. if you have to do system upgrade do it at a time when there is less traffic demand. your Technical difficulty should not be reflected on customer.",negative,-0.1066666666666666,Transaction Performance & Speed
494,execellent,neutral,0.0,General Feedback
495,"This super app is a total game-changer—fast, reliable, and packed with everything I need in one place. It’s seamless and super convenient. Love it!""",positive,0.2783333333333333,Transaction Performance & Speed
496,All in One ✍️secure ✍️reliable ✍️convenient. Digital banking game changer!!,negative,-0.3125,General Feedback
497,it is incredible product.,positive,0.9,General Feedback
498,"I'm really impressed with this app! It’s user-friendly, runs smoothly, and has all the features I need. Makes my tasks so much easier and saves me a lot of time. Highly recommended!",positive,0.4499999999999999,General Feedback
499,best app,positive,1.0,General Feedback
500,ok,positive,0.5,General Feedback
501,"It's an amazing app, experience it!!",positive,0.9375,General Feedback
502,This is the best banking app ever. I recommend everyone to use it.,positive,1.0,General Feedback
503,It is the best application!!!,positive,1.0,General Feedback
504,"Exceptional digital experience, SupperApp will bring new paradigm shift in the banking business. Bravo Dashen keep it up!!!!",positive,0.3331952335858585,General Feedback
505,its features are so dynamic,neutral,0.0,General Feedback
506,fast &Friendly user Application.,positive,0.2875,Transaction Performance & Speed
507,"Fast, Reliable and User Friendly. Keep it Up",positive,0.2875,Transaction Performance & Speed; User Interface & Experience
508,"#dashen super app is easy to use, secure & fast transaction😍",positive,0.3416666666666666,Transaction Performance & Speed; User Interface & Experience
509,i love this app esp 3 click that make e-commerce easier and convinient.,positive,0.5,General Feedback
510,Dashen Super App contains extended selections for customers and can be easily accessible and also friendly to use.,positive,0.3611111111111111,Account Access & Login Issues
511,Great for everyday banking and payments on the go,positive,0.3,General Feedback
512,"""Dashen Super App'' is impressive with its focus on simplicity, speed, and quality. The user interface is clean and easy to understand. Transactions process quickly, and the overall quality of the app is top-notch. A must-have for Dashen Bank customers. ዳሸን ባንክ አንድ እርምጃ ቀዳሚ።",positive,0.4952380952380952,Transaction Performance & Speed; User Interface & Experience
513,making transactions has never been easier. the new update is just amazing,positive,0.3681818181818182,Transaction Performance & Speed; App Stability & Bugs
514,"The app has various usefull functions, which make easy the payment system. Also, it will connect with sellers having reasonable prices.",positive,0.2111111111111111,User Interface & Experience
515,The app has great user interface with comprehensive payments and E-commerce platforms. And also it includes unique features such as chat Banking and budget.,positive,0.3916666666666666,User Interface & Experience
516,betam mirt Ena betam le atikakem kelel Yale Ena michu application nw,neutral,0.0,General Feedback
517,Convenient!,neutral,0.0,General Feedback
518,It is an amazing application that meets the needs of customers.,positive,0.6000000000000001,General Feedback
519,Effecting payment via the app has created convenience to the recipients in easily confirming the payments received!,positive,0.5416666666666667,General Feedback
520,the best Supper App ever,positive,1.0,General Feedback
521,"This is the best app ever, when is it planned to include digital lending and gasification?",positive,0.5,General Feedback
522,"A powerful, local solution that rivals any global app. I love how easy it is to explore services and products.",positive,0.2466666666666666,User Interface & Experience
523,Dashen bank is my number one choice,neutral,0.0,General Feedback
524,Assefa Genetu = Dashen superup is the latest and inclussive .I am happy with this super up.,positive,0.5444444444444444,General Feedback
525,"The App is incredibly user-friendly and brings multiple services into one place. It's fast, intuitive, and makes daily tasks super convenient. A true all-in-one solution!",positive,0.3118055555555555,Transaction Performance & Speed; User Interface & Experience
526,"Proudly made in Ethiopia, this innovation delivers more than promised. The marketplace is a major boost for local commerce",positive,0.340625,General Feedback
527,it so fanrastic and user friendly app. Bravo Dashen bank thanks.,positive,0.2875,User Interface & Experience
528,"one of the best digital platforms I've used! from smooth transactions to a seamless shopping experience, highly recommended.",positive,0.3319999999999999,Transaction Performance & Speed
529,A proudly Ethiopia innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers bnd sellers,positive,0.4,General Feedback
530,"Dashen Super App is a game-changer! It’s fast, user-friendly, and packed with features that make everyday banking and transactions super convenient. I love how everything I need from mobile banking to utility payments is all in one place. The interface is clean, and everything works smoothly. Definitely one of the best apps out there. Highly recommended!",positive,0.312962962962963,Transaction Performance & Speed; User Interface & Experience
531,Easy to use and has many options. It is the best financial app I have ever used.,positive,0.4833333333333333,User Interface & Experience
532,"Highly impressed! Dash Bank really nailed it with this app. Secure, reliable, and packed with features I use daily",positive,0.4,General Feedback
533,"One of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experience, Highly recommended",positive,0.3319999999999999,Transaction Performance & Speed
534,"This app has everything I was looking for, dashen is becoming a grandmaster.",positive,0.45,General Feedback
535,Very convenient,positive,0.2,General Feedback
536,"The user experience is seamless, and everything just works perfectly right out of the box. I can’t believe how much time and effort it saves me every day.",positive,0.1952380952380952,General Feedback
537,wawwwww what nice super app !!keep it up dashen bank !!,positive,0.7069010416666666,General Feedback
538,"Dashen SuperApp the ultimate all-in-one solution! From banking and shopping to bill payments, everything you need is right at your fingertips. Life just got a whole lot easier!",positive,0.1785714285714285,General Feedback
539,"It is,really super because of its unique offerings to individuals and businesses.It is a secure UX first app intended to cater comprehensive digital meeds.I am also happy to know that Dashen is considering to make the app more inclusive by lowering the mobile version requirements .",positive,0.3797619047619047,User Interface & Experience
540,"the very easy, secured, fast and multifunctional dashen supper application I ever seen. dashen really one steps ahead!!!",positive,0.3846527777777778,Transaction Performance & Speed; User Interface & Experience
541,"One app for everything! I can shop, manage my bank account , and do so much more . Truly a super app",positive,0.4166666666666666,General Feedback
542,one of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experie,positive,0.375,Transaction Performance & Speed
543,"Dashen Bank super App is the most suitable, reliable, and fast digital banking system.",positive,0.3166666666666666,Transaction Performance & Speed; User Interface & Experience
544,Excellent app.,positive,1.0,General Feedback
545,This is what we call banking app. As professional I want banking app as simple as this and an app rich of features that align with my lifestyle.,positive,0.1583333333333333,General Feedback
546,thanks again,positive,0.2,General Feedback
547,Super Easy To Use and Fast Transaction.,positive,0.3222222222222222,Transaction Performance & Speed; User Interface & Experience
548,"I have an incredible experience with Dashen super app, what an amazing platform is it?. keep pioneering in technological advancement 👏👏👏",positive,0.6111111111111112,General Feedback
549,"i can't recommend the Dashen Super App enough! This app is truly a game changer for anyone looking for a seamless and efficient way to manage their daily life. It combines multiple essential services into one easy-to-use platform, saving time and simplifying tasks The user interface is modern, intuitive, and super responsive, making navigation a breeze. Whether it's banking, payment services, or accessing lifestyle features, everything is just a few clicks away!!",neutral,0.0254166666666666,Account Access & Login Issues; User Interface & Experience
550,"The app is incredibly handy for managing multiple financial tasks, from bill payments to managing budgets. It’s saved me a lot of time and made banking way more convenient. Definitely worth checking out!",positive,0.295,General Feedback
551,what an App,neutral,0.0,General Feedback
552,The new e-commerce feature is incredibly amazing and user friendly.,positive,0.3704545454545454,User Interface & Experience
553,"dashen bank supper app is the most easy to use and have high speed,quality and I like features like chat,budget,fuel payment, and security for my opinion this product is techonolgy edge,this international standard thanks for product oweners (dashen bank)",positive,0.2155555555555555,User Interface & Experience
554,"The Dashen supperapp is a revolutionary advancement in digital banking, combining exceptional usability, an intuitive interface and a seamless user experience. among its standout features are the integration of QR codes, account statement, transaction advise, chat, transaction authentication for limit thresholds, budgeting and different app in a single dashboard. Truly ahead of the curve ..... keep up the excellent work 🤝👏",positive,0.2825396825396825,Transaction Performance & Speed; User Interface & Experience
555,"A proudly Ethiopian innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers and sellers. Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants!",positive,0.4623376623376623,App Stability & Bugs; Customer Service
556,"Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants.",positive,0.5121212121212121,App Stability & Bugs; Customer Service
557,"Dashen Bank Super App is fast, reliable, and super easy to use. All my banking needs are handled smoothly in one place. Clean design and seamless experience – highly recommended!",positive,0.2958333333333334,Transaction Performance & Speed; User Interface & Experience
558,"Db sup app is A platform or an application that can grasp more satisfactions through fastest mode of operation which means for budget planning, to use QR code(scan, pay, go) chat with staff, acc to acc other bank ft, merchant payment, and easly. I addition to i satisfied and i invite everyone to use those platform!!.",positive,0.3854166666666667,Transaction Performance & Speed
559,the chat banking and unique and only app that alow money request!!,positive,0.1875,General Feedback
560,Better and inclusive app!,positive,0.625,General Feedback
561,Amazing Application,positive,0.6000000000000001,General Feedback
562,It keep my time to pay my bills and I generate my satment easily,positive,0.4333333333333333,General Feedback
563,"It's an amazing app that is up-to-date with the times, wow wow",positive,0.2666666666666666,General Feedback
564,A game-changing Ethiopian innovation—where shopping meets opportunity. The marketplace feature connects buyers and sellers like never before.,neutral,0.0,General Feedback
565,"Dashen Super App isn’t just an app — it’s an experience. Effortless, powerful, and built for the future",positive,0.2111111111111111,User Interface & Experience
566,"This Is An Amazing App with Uniqe Quality,Easy And Fast Mobile Banking App.",positive,0.4,Transaction Performance & Speed; User Interface & Experience
567,"Dashen SuperApp is a lifesaver! Banking, shopping, and bills in one super easy app. The new e-commerce feature is awesome and supports local merchants. Fast, secure, and proudly Ethiopian.Download it now—you won’t regret it!",positive,0.4378787878787878,Transaction Performance & Speed; User Interface & Experience; Customer Service
568,"Dashen SuperApp blends finance, shopping, and daily services effortlessly. The new e-commerce feature is smooth and supports local merchants—proud to back an Ethiopian-made solution!",positive,0.1072727272727272,Customer Service
569,"A solid step forward by Dashen Bank. The SuperApp combines essential banking features with lifestyle services, making everything accessible in one place. The interface is smooth, and transactions are quick and reliable. It’s clear a lot of thought went into the design and functionality. Great job!",positive,0.3154761904761905,Account Access & Login Issues; Transaction Performance & Speed; User Interface & Experience
570,Dashen bank super app is the crucial and convenient app in Ethiopia. there is no other app to compare with Dashen bank super app,positive,0.1822916666666666,General Feedback
571,"All-in-one finance & e-commerce super app! Pay, save, shop seamlessly. Fast, secure. #BankAndShop",positive,0.3388888888888888,Transaction Performance & Speed
572,it's a hestorical app. in the bank industry.,neutral,0.0,General Feedback
573,"A game changer in Ethiopian digital banking fast, secure, and packed with services. Everything you need, all in one powerful app. A true leap toward financial convenience and innovation!",positive,0.1214285714285714,Transaction Performance & Speed
574,"easy &,simple to use",positive,0.2166666666666666,User Interface & Experience
575,"Banking, but make it smart. Local solutions, all in one place. Smooth, fast, and actually saving time. Feels like the future. Love it!",positive,0.2056122448979591,Transaction Performance & Speed
576,"All in one, that is it 👌",neutral,0.0,General Feedback
577,", Dashen Bank Supper App is multipurpose, convenient, very attractive and Make life easier",positive,1.0,General Feedback
578,very easy and flexible app.,positive,0.5633333333333334,User Interface & Experience
579,"I choose Dashen Bank Super Up since, it is easy to use & it has attractive features !",positive,0.5888888888888889,User Interface & Experience
580,dashen super app is simple faster and reliable.,positive,0.1666666666666666,Transaction Performance & Speed
581,"Dashen Bank Super App is a game-changer! The user-friendly design, wide range of services, and smooth performance make it incredibly convenient for everyday banking. It’s fast, secure, and truly reflects the bank’s commitment to digital excellence. Highly recommended!",positive,0.2462962962962963,Transaction Performance & Speed; User Interface & Experience
582,"The app keeps getting better with every update! Smooth performance, great UI, and top-notch security. Thank you for making banking so convenient!""",positive,0.70625,App Stability & Bugs; User Interface & Experience
583,this app is the most simply to use and secure safe i love it to use for any bank transaction,positive,0.38,Transaction Performance & Speed
584,"After i download the app recently had a smooth expriance, its user friendly, fast, and everything works as expected. keep up the good work.",positive,0.2625,Transaction Performance & Speed; User Interface & Experience
585,An app with High performance and advanced features!,positive,0.33,General Feedback
586,"It is a very user friendly, attractive user interface, full of useful features. I really encourage everyone to give it a try.",positive,0.3708333333333333,User Interface & Experience
587,"Good actually , but it have to WORK when developer option is on 🙏",positive,0.35,General Feedback
588,"All-in-one convenience, From managing accounts to paying bills and shopping online and the chat banking is game changer, this app does it all seamlessly.",negative,-0.15,General Feedback
589,I appreciate that Dashen Bank takes lifestyle services into account.,neutral,0.0,General Feedback
590,keep it up!,neutral,0.0,General Feedback
591,amazing app really i loved it .that's why we say dashen bank is one stap ahead. It's the best mobile application that should be on every phone.,positive,0.7666666666666666,General Feedback
592,very comfortable app keep it,positive,0.52,General Feedback
593,it has clear detail information about the application so it helps customer how to use the app. and it is very easy to use and also app is secure.,positive,0.3544444444444445,User Interface & Experience; Customer Service
594,"I have been using the Dashen Supper app mobile banking app , and overall, I appreciate its features.However,I’ve noticed that when I turn on the developer options on my device, the app stops functioning properly. It would be great if you could look into this issue, as I often need to access developer settings for other applications . Thank you for your attention to this matter!",positive,0.1609375,Account Access & Login Issues; App Stability & Bugs
595,easiness to use with fast response time,positive,0.2,Transaction Performance & Speed; Customer Service
596,"The new mobile banking application is a major upgrade! It’s incredibly user-friendly, with a clean and modern design that makes navigation simple and intuitive. I really appreciate how fast it loads and how smooth the overall experience is. All essential services like balance checks, transfers, and bill payments are eas y to find and use. The added security features give me peace of mind, and the app runs reliably without crashes or glitches. It’s clear a lot of thought went into the user experi",positive,0.2150962752525252,Transaction Performance & Speed; App Stability & Bugs; User Interface & Experience
597,"As an Internal Customer, Dashen Bank SuperApp has greatly simplified my online banking experience. It's easy to use, allowing me to quickly check balances, transfer money and pay Bills. The app's advanced security features are highly secure, ensuring my data is well protected. The Three click, Chat Banking and IPS features have also given me a smarter experience. In deed Dashen Bank is always steping ahead!",positive,0.4111111111111111,Transaction Performance & Speed; User Interface & Experience
598,"A truly impressive app — user-friendly and a game-changer in Ethiopian banking. The Dashen Super App stands out as one of the most innovative and convenient digital banking solutions in Ethiopia’s financial history. Smooth navigation, seamless features, and a wide range of services all in one place. Well done!",positive,0.3009259259259259,General Feedback
599,dashen bank super up has very fast and convenience and also it has contain more things on one app .I am very interesting to use dashen bank super up,positive,0.4153333333333333,Transaction Performance & Speed
600,"The Dashen Bank Super App has truly elevated my mobile banking experience. It's fast, user-friendly, and packed with all the essential features. The interface is clean and intuitive, making navigation easy even for first-time users. I also appreciate the added security features that give me peace of mind while banking on the go. Dashen Bank has done an amazing job with this app—it’s reliable, efficient, and always improving. Highly recommended for anyone looking for seamless digital banking!",positive,0.2437037037037037,Transaction Performance & Speed; User Interface & Experience
601,A fantastic product!! keep the good work.,positive,0.6625,General Feedback
602,"I am very impressed with the Dashen super app. It is user-friendly and operates efficiently. The budget and chatbot features are impressive, and all items can be purchased with just three clicks.",positive,0.7777777777777777,General Feedback
603,"The Dashen Super App offers a quick and user-friendly experience, bringing together a variety of services, like budgeting, payments, airtime recharges, and more, all in one convenient platform. Its sleek design and intuitive navigation ensure effortless transactions. It's evident that Dashen Bank has carefully crafted the app to make everyday financial activities easier. A great choice for anyone aiming to streamline their digital routines!",positive,0.2016666666666666,Transaction Performance & Speed; User Interface & Experience
604,Dashen supper App is the most useful app for our customers,positive,0.4,General Feedback
605,it is the most amazing mobile app,positive,0.55,General Feedback
606,A Good and fast supper app thanks for dashen bank,positive,0.3666666666666666,Transaction Performance & Speed
607,"Dear Users of the Dashen Bank Super App,I have been using the Dashen Bank Super App for a while now, and I must say—it’s truly a game-changer! The app is incredibly fast and reliable; I’ve never encountered any delays with my transactions. One feature I absolutely love is Chat Banking. It makes everyday tasks like checking my balance or transferring money as simple as sending a quick message. Also, the budgeting tool has been a huge help in tracking my spending and giving me a clearer",positive,0.2479166666666666,Transaction Performance & Speed; User Interface & Experience; Customer Service
608,Too best,positive,1.0,General Feedback
609,"Dashen Bank Super Up,use the app and makes your easy,fast,convinent.",positive,0.3333333333333333,Transaction Performance & Speed; User Interface & Experience
610,To join digital world use supper app and make your life easy,positive,0.2166666666666666,User Interface & Experience
611,best mobile banking application,positive,1.0,General Feedback
612,"This banking superapp is incredibly well designed. The design and appearance of the app and the overall experience I have when using the app is fantastic. The app is packed with features from banking to e-commerce all in one place.It even has a budget setting option which is super useful for managing my money. Everything runs smoothly and I love how convenient it has made my daily life. Huge Kudos to Dashen Bank. You are truly living up to the motto ''Always one step ahead."" Keep it up!",positive,0.3703703703703704,User Interface & Experience
613,I was really amazed by the idea of an e-commerce service on a banking app. This is what it means to be one step ahead. Please include all kinds of products in there as soon as possible.,neutral,0.1,General Feedback
614,this is what we expect to get service Dashen Bank always like his slogan,neutral,0.0,General Feedback
615,"Dashen SupApp is the most contemporary application, offering a great experience by enabling users to perform multiple tasks through a single platform—such as chatting with friends, transferring money, paying bills, and more. It is the first app of its kind in the Ethiopian banking industry, making it a remarkable opportunity for entrepreneurs working in app-based sales and software marketing. Good job, Dashen Bank!",positive,0.4370238095238095,Transaction Performance & Speed
616,Dashen Super App gives me an amazing convenience and makes life easy.,positive,0.4555555555555555,User Interface & Experience
617,excellent mobile banking app,positive,1.0,General Feedback
618,Wow! like his name Super App...,positive,0.2291666666666666,General Feedback
619,Dashen supper app is the most special. ይምቾቱ ይለያያል!!!!,positive,0.6859654017857143,General Feedback
620,convenient and fast,positive,0.2,Transaction Performance & Speed
621,Best- in-class app.,positive,1.0,General Feedback
622,I really like this amazing application and Dashen Supper app that has made my life easier.,positive,0.4,General Feedback
623,Superb,positive,1.0,General Feedback
624,"amazing features, faster and easy to use",positive,0.5166666666666667,Transaction Performance & Speed; User Interface & Experience
625,"The Dashen Super App offers a modern, user-friendly experience that leverages the latest technological advancements to deliver a seamless e-commerce platform",positive,0.2466666666666666,General Feedback
626,Best App!,positive,1.0,General Feedback
627,I love it. one of the best mobile banking app in the banking industry,positive,0.75,General Feedback
628,I love this app,positive,0.5,General Feedback
629,no working for me hulum information asgebiche continue or accept yemilew button ayeseram my phone is Samsung A51,neutral,0.0,General Feedback
630,good,positive,0.7,General Feedback
631,waw no idea the best app.,positive,1.0,General Feedback
632,fast best app,positive,0.6,Transaction Performance & Speed
633,Nice App,positive,0.6,General Feedback
634,nice app ever,positive,0.6,General Feedback
